,Unnamed: 0,Unnamed: 0.1,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural,full_address,DPA_POST_TOWN,DPA_STATUS,DPA_MATCH_DESCRIPTION,DPA_THOROUGHFARE_NAME,DPA_Y_COORDINATE,DPA_UPRN,DPA_RPC,DPA_POSTCODE,DPA_ADDRESS,DPA_X_COORDINATE,DPA_ORGANISATION_NAME,DPA_MATCH,DPA_BUILDING_NAME,DPA_lat,DPA_lng,DPA_BUILDING_NUMBER,DPA_DEPENDENT_THOROUGHFARE_NAME,DPA_SUB_BUILDING_NAME
91,126183,126183,,40,Peckham Road,London,Fung sing,Takeaway/sandwich shop,7844,10,,467642,15,,51.473666,113946,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.079771,SE5 8PX,26/08/2014,fhrs_2_en-GB,2,,FHRS,15,"Fung sing, 40 Peckham Road, London, SE5 8PX",LONDON,APPROVED,GOOD,WICKHAM ROAD,176043,10023234336,1,SE4 1NZ,"40B-40E, WICKHAM ROAD, LONDON, SE4 1NZ",536897,,0.8,40B-40E,-0.030576431,51.46680559,,,
92,126196,126196,,38,Holly Grove,London,Ganapati south indian restaurant,Restaurant/Cafe/Canteen,1,0,,364415,5,,51.469729,2964,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.071657,SE15 5DF,14/08/2012,fhrs_5_en-GB,5,,FHRS,5,"Ganapati south indian restaurant, 38 Holly Grove, London, SE15 5DF",LONDON,APPROVED,GOOD,HOLLY GROVE,176286,2.00003E+11,1,SE15 5DF,"GNAPATTI RESTAURANT, 38, HOLLY GROVE, LONDON, SE15 5DF",533937,GNAPATTI RESTAURANT,0.8,,-0.073071379,51.46969694,38,,
93,126197,126197,,4,Maxted Road,London,Ganapati takeaway kitchen,Takeaway/sandwich shop,7844,,,609251,,,51.465971,183287,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072262,SE15 4LL,26/06/2014,fhrs_5_en-GB,5,,FHRS,,"Ganapati takeaway kitchen, 4 Maxted Road, London, SE15 4LL",LONDON,APPROVED,GOOD,MAXEY ROAD,178867,1.00021E+11,1,SE18 7EL,"4, MAXEY ROAD, LONDON, SE18 7EL",544204,,0.9,,0.075697116,51.49036784,4,,
94,126202,126202,Part Ground Floor,174,Bellenden Road,London,General store (london) limited,Retailers - other,4613,0,,542853,0,,51.466859,182176,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.073218,SE15 4BW,21/03/2013,fhrs_5_en-GB,5,,FHRS,0,"General store (london) limited, Part Ground Floor, 174 Bellenden Road, London, SE15 4BW",LONDON,APPROVED,GOOD,BELLENDEN ROAD,176010,2.00003E+11,1,SE15 4BW,"THE GENERAL STORE, 174, BELLENDEN ROAD, LONDON, SE15 4BW",533961,THE GENERAL STORE,0.9,,-0.07283057,51.46721101,174,,
95,126208,126208,,1,Choumert Road,London,Ghana mini market,Retailers - other,4613,10,,363543,5,,51.468211,175049,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068496,SE15 4SE,28/07/2010,fhrs_3_en-GB,3,,FHRS,10,"Ghana mini market, 1 Choumert Road, London, SE15 4SE",LONDON,APPROVED,EXACT,CHOUMERT ROAD,176116,2.00003E+11,1,SE15 4SE,"GHANA MINI MARKET, 1, CHOUMERT ROAD, LONDON, SE15 4SE",534313,GHANA MINI MARKET,1,,-0.067725876,51.46808021,1,,
96,126219,126219,,14,Choumert Road,London,God bless new cafe,Restaurant/Cafe/Canteen,1,10,,665591,5,,51.468211,184045,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068496,SE15 4SE,22/04/2014,fhrs_4_en-GB,4,,FHRS,5,"God bless new cafe, 14 Choumert Road, London, SE15 4SE",LONDON,APPROVED,GOOD,CHOUMERT ROAD,176130,2.00003E+11,1,SE15 4SE,"GOD BLESS, 14, CHOUMERT ROAD, LONDON, SE15 4SE",534273,GOD BLESS,0.9,,-0.068296079,51.46821551,14,,
97,126221,126221,,144-150,Rye Lane,London,Goitom behr,Retailers - other,4613,10,,467640,10,,51.469024,102081,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068174,SE15 4RZ,25/10/2012,fhrs_3_en-GB,3,,FHRS,10,"Goitom behr, 144-150, Rye Lane, London, SE15 4RZ",LONDON,APPROVED,GOOD,RYE LANE,176236,2.00003E+11,1,SE15 4ST,"149, RYE LANE, LONDON, SE15 4ST",534311,,0.9,,-0.067709092,51.46915905,149,,
98,126226,126226,,177,Queens Road,London,Golden noodle,Takeaway/sandwich shop,7844,10,,363485,10,,51.473679,174461,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.057091,SE15 2ND,09/10/2012,fhrs_3_en-GB,3,,FHRS,10,"Golden noodle, 177 Queens Road, London, SE15 2ND",LONDON,APPROVED,GOOD,QUEENS ROAD,176743,2.00003E+11,1,SE15 2ND,"GOLDEN NOODLES, 177, QUEENS ROAD, LONDON, SE15 2ND",535078,GOLDEN NOODLES,0.8,,-0.056479743,51.47353272,177,,
99,126229,126229,,18a,Peckham Rye,London,Golden taste,Restaurant/Cafe/Canteen,1,10,,467664,5,,51.465565,178695,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066722,SE15 4JR,22/10/2013,fhrs_3_en-GB,3,,FHRS,10,"Golden taste, 18a, Peckham Rye, London, SE15 4JR",LONDON,APPROVED,PARTIAL,PECKHAM RYE,175858,2.00003E+11,1,SE15 4NS,"51 TROY TOWN FLATS, PECKHAM RYE, LONDON, SE15 4NS",534350,,0.7,51 TROY TOWN FLATS,-0.067291497,51.46575295,,,
100,126235,126235,,106,Evelina Road,London,Gosling nursery,Hospitals/Childcare/Caring Premises,5,10,,364674,5,,51.466607,42001,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056326,SE15 3HL,21/10/2014,fhrs_3_en-GB,3,,FHRS,10,"Gosling nursery, 106 Evelina Road, London, SE15 3HL",LONDON,APPROVED,GOOD,EVELINA ROAD,175956,2.00003E+11,1,SE15 3HL,"GOSLINGS NURSERY, 106, EVELINA ROAD, LONDON, SE15 3HL",535090,GOSLINGS NURSERY,0.8,,-0.056607626,51.46645762,106,,
101,126236,126236,Unit 10 Print Village,58,Chadwick Road,London,Gosnells beverages ltd,Manufacturers/packers,7839,0,,729122,0,,51.467827,184362,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.074127,SE15 4PU,10/11/2014,fhrs_5_en-GB,5,,FHRS,5,"Gosnells beverages ltd, Unit 10 Print Village, 58 Chadwick Road, London, SE15 4PU",LONDON,APPROVED,GOOD,CHADWICK ROAD,176110,10091837468,1,SE15 4PU,"POLAR BEAR EUROPE LTD, UNIT 10, PRINT VILLAGE, 58, CHADWICK ROAD, LONDON, SE15 4PU",533869,POLAR BEAR EUROPE LTD,0.9,PRINT VILLAGE,-0.074116397,51.46813141,58,,UNIT 10
102,126241,126241,,62,Gowlett Road,London,Gowlett arms,Pub/bar/nightclub,7843,10,,364109,10,,51.463105,2263,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070252,SE15 4HY,30/08/2012,fhrs_2_en-GB,2,,FHRS,15,"Gowlett arms, 62 Gowlett Road, London, SE15 4HY",LONDON,APPROVED,EXACT,GOWLETT ROAD,175636,2.00003E+11,1,SE15 4HY,"GOWLETT ARMS, 62, GOWLETT ROAD, LONDON, SE15 4HY",534133,GOWLETT ARMS,1,,-0.070497675,51.46380939,62,,
103,126248,126248,,50,Brayards Road,London,Greenhive,Hospitals/Childcare/Caring Premises,5,0,,364801,0,,51.469175,53197,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.059355,SE15 2BQ,26/09/2012,fhrs_5_en-GB,5,,FHRS,0,"Greenhive, 50 Brayards Road, London, SE15 2BQ",LONDON,APPROVED,GOOD,BRAYARDS ROAD,176188,2.00003E+11,2,SE15 2BQ,"GREENHIVE HOUSE, 50, BRAYARDS ROAD, LONDON, SE15 2BQ",534720,GREENHIVE HOUSE,0.8,,-0.061842595,51.46863057,50,,
104,126250,126250,Unit 8 The Aylesham Centre,,Rye Lane,London,Greggs,Takeaway/sandwich shop,7844,0,,487180,0,,51.472746,181591,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068693,SE15 5EW,21/11/2012,fhrs_5_en-GB,5,,FHRS,0,"Greggs, Unit 8 The Aylesham Centre, Rye Lane, London, SE15 5EW",LONDON,HISTORICAL,GOOD,RYE LANE,176632,2.00003E+11,1,SE15 5EW,"GREGGS, UNIT 8, AYLESHAM CENTRE, RYE LANE, LONDON, SE15 5EW",534233,GREGGS,0.8,UNIT 8,-0.068681094,51.47273616,,AYLESHAM CENTRE,
105,126254,126254,,66,Peckham High Street,London,Greggs the bakers,Manufacturers/packers,7839,0,,362699,0,,51.473214,1086,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070891,SE15 5DP,13/01/2011,fhrs_5_en-GB,5,,FHRS,0,"Greggs the bakers, 66 Peckham High Street, London, SE15 5DP",LONDON,APPROVED,GOOD,PECKHAM HILL STREET,177062,2.00003E+11,1,SE15 5JY,"66, PECKHAM HILL STREET, LONDON, SE15 5JY",534130,,0.9,,-0.070000107,51.47662471,66,,
106,126256,126256,,60,Nunhead Lane,London,Gregsons pharmacy ltd,Retailers - other,4613,,,362837,,,51.464633,1249,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.059865,SE15 3QE,17/07/2003,fhrs_exempt_en-GB,Exempt,,FHRS,,"Gregsons pharmacy ltd, 60 Nunhead Lane, London, SE15 3QE",LONDON,APPROVED,EXACT,NUNHEAD LANE,175728,2.00003E+11,1,SE15 3QE,"SHEEL PHARMACY, 60, NUNHEAD LANE, LONDON, SE15 3QE",534930,SHEEL PHARMACY,1,,-0.058996545,51.46444686,60,,
107,126264,126264,Unit C Astbury Business Park,,Astbury Road,London,Guidetti fine foods & wines,Importers/Exporters,14,10,,588927,5,,51.475812,183280,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.055027,SE15 2NW,21/08/2013,fhrs_4_en-GB,4,,FHRS,5,"Guidetti fine foods & wines, Unit C Astbury Business Park, Astbury Road, London, SE15 2NW",LONDON,APPROVED,GOOD,ASTBURY ROAD,176946.69,2.00003E+11,1,SE15 2NW,"GUIDETTI FINE FOODS, UNIT C, ASTBURY BUSINESS PARK, ASTBURY ROAD, LONDON, SE15 2NW",535116,GUIDETTI FINE FOODS,0.8,ASTBURY BUSINESS PARK,-0.055855117,51.47535408,,,UNIT C
108,126271,126271,,60-62,Gibbon Road,London,H barry,Retailers - other,4613,5,,362865,5,,51.466568,1278,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.051835,SE15 3XE,09/05/2013,fhrs_5_en-GB,5,,FHRS,5,"H barry, 60-62 Gibbon Road, London, SE15 3XE",LONDON,APPROVED,GOOD,GIBBON ROAD,175966,2.00003E+11,2,SE15 3XE,"60, GIBBON ROAD, LONDON, SE15 3XE",535421,,0.9,,-0.051841612,51.46646844,60,,
109,126275,126275,,111-113,Evelina Road,London,H.a smith & son,Retailers - other,4613,5,,364675,5,,51.466101,42007,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056707,SE15 3HB,13/11/2014,fhrs_4_en-GB,4,,FHRS,10,"H.a smith & son, 111-113, Evelina Road, London, SE15 3HB",LONDON,APPROVED,GOOD,EVELINA ROAD,175934,2.00003E+11,1,SE15 3HB,"111B, EVELINA ROAD, LONDON, SE15 3HB",535112,,0.9,111B,-0.056299507,51.46625467,,,
110,126278,126278,,143,Peckham High Street,London,Hagi vegetable & grocery,Retailers - other,4613,20,,363658,0,,51.474167,175844,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066488,SE15 5SL,14/04/2014,fhrs_1_en-GB,1,,FHRS,10,"Hagi vegetable & grocery, 143 Peckham High Street, London, SE15 5SL",LONDON,APPROVED,GOOD,PECKHAM HIGH STREET,176795,2.00003E+11,1,SE15 5SL,"HAGI VEG GROCERS, 143, PECKHAM HIGH STREET, LONDON, SE15 5SL",534365,HAGI VEG GROCERS,0.8,,-0.06671977,51.47416964,143,,
111,126280,126280,,174,Rye Lane,London,Haji baba halal meats,Retailers - other,4613,0,,714789,0,,51.467853,184478,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.067518,SE15 4NB,28/10/2014,fhrs_5_en-GB,5,,FHRS,0,"Haji baba halal meats, 174 Rye Lane, London, SE15 4NB",LONDON,APPROVED,GOOD,RYE HILL PARK,175210,2.00003E+11,1,SE15 3JT,"174, RYE HILL PARK, LONDON, SE15 3JT",535195,,0.8,,-0.055381967,51.45972876,174,,
112,126317,126317,,59,Rye Lane,London,Harte's irish meat market,Retailers - other,4613,10,,363467,5,,51.471369,174373,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069169,SE15 5EX,14/04/2014,fhrs_3_en-GB,3,,FHRS,10,"Harte's irish meat market, 59 Rye Lane, London, SE15 5EX",LONDON,APPROVED,GOOD,RYE HILL PARK,175268,2.00003E+11,2,SE15 3JN,"59, RYE HILL PARK, LONDON, SE15 3JN",535207,,0.8,,-0.055187189,51.4602471,59,,
113,126320,126320,,156-158,Rye Lane,London,Hax international,Retailers - other,4613,10,,363613,10,,51.467853,175541,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.067518,SE15 4NB,14/04/2014,fhrs_3_en-GB,3,,FHRS,10,"Hax international, 156-158, Rye Lane, London, SE15 4NB",LONDON,APPROVED,GOOD,RYE LANE,176202,2.00003E+11,1,SE15 4TL,"157-159, RYE LANE, LONDON, SE15 4TL",534331,,0.9,157-159,-0.067434238,51.46884877,,,
114,126340,126340,Highshore School,,Bellenden Road,London,Highshore school,School/college/university,7845,0,,364486,0,,51.471856,3155,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072532,SE15 5BB,19/07/2012,fhrs_5_en-GB,5,,FHRS,5,"Highshore school, Highshore School, Bellenden Road, London, SE15 5BB",LONDON,HISTORICAL,EXACT,BELLENDEN ROAD,176578,2.00003E+11,1,SE15 5BB,"HIGHSHORE SCHOOL, BELLENDEN ROAD, LONDON, SE15 5BB",533976,HIGHSHORE SCHOOL,1,,-0.072399627,51.47231175,,,
115,126354,126354,Unit 9 Aylesham Centre,,Rye Lane,,Holland & barrett ltd,Retailers - other,4613,5,,364015,0,,51.472746,1890,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068693,SE15 5EW,01/05/2007,fhrs_5_en-GB,5,,FHRS,0,"Holland & barrett ltd, Unit 9 Aylesham Centre, Rye Lane, SE15 5EW",LONDON,APPROVED,GOOD,RYE LANE,176632,2.00003E+11,1,SE15 5EW,"HOLLAND & BARRETT LTD, UNIT 9, AYLESHAM CENTRE, RYE LANE, LONDON, SE15 5EW",534233,HOLLAND & BARRETT LTD,0.8,UNIT 9,-0.068681094,51.47273616,,AYLESHAM CENTRE,
116,126357,126357,,115,Hollydale Road,London,Hollydale tavern,Pub/bar/nightclub,7843,10,,364145,5,,51.468976,2350,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056009,SE15 2TF,15/02/2011,fhrs_4_en-GB,4,,FHRS,5,"Hollydale tavern, 115 Hollydale Road, London, SE15 2TF",LONDON,APPROVED,EXACT,HOLLYDALE ROAD,176308,2.00003E+11,1,SE15 2TF,"HOLLYDALE TAVERN, 115, HOLLYDALE ROAD, LONDON, SE15 2TF",535103,HOLLYDALE TAVERN,1,,-0.056286164,51.46961771,115,,
117,126362,126362,,28,Ivanhoe Road,London,Hoopers,Pub/bar/nightclub,7843,10,,363005,5,,51.466227,138218,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.079104,SE5 8DH,11/10/2011,fhrs_4_en-GB,4,,FHRS,5,"Hoopers, 28 Ivanhoe Road, London, SE5 8DH",LONDON,APPROVED,EXACT,IVANHOE ROAD,175831.45,10091664572,1,SE5 8DH,"28, IVANHOE ROAD, LONDON, SE5 8DH",533495.06,,1,,-0.079601755,51.46571648,28,,
118,126387,126387,,74,Rye Lane,London,Iceland frozen foods,Retailers - supermarkets/hypermarkets,7840,5,,364000,5,,51.470269,1861,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068985,SE15 5DQ,01/05/2007,fhrs_5_en-GB,5,,FHRS,5,"Iceland frozen foods, 74 Rye Lane, London, SE15 5DQ",LONDON,APPROVED,GOOD,RYE HILL PARK,175226,2.00003E+11,1,SE15 3JU,"74, RYE HILL PARK, LONDON, SE15 3JU",535148,,0.8,,-0.056051962,51.45988375,74,,
119,126390,126390,,7,Blenheim Grove,London,Il giardino restaurant,Restaurant/Cafe/Canteen,1,5,,364416,5,,51.469116,2968,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070488,SE15 4QS,30/08/2012,fhrs_5_en-GB,5,,FHRS,5,"Il giardino restaurant, 7 Blenheim Grove, London, SE15 4QS",LONDON,APPROVED,EXACT,BLENHEIM GROVE,176269,2.00003E+11,1,SE15 4QS,"IL GIARDINO RESTAURANT, 7, BLENHEIM GROVE, LONDON, SE15 4QS",534214,IL GIARDINO RESTAURANT,1,,-0.069092232,51.4694786,7,,
120,126393,126393,John Donne Primary School,,Woods Road,London,In house catering john donne primary school,Other catering premises,7841,5,,363890,5,,51.472599,178396,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.060852,SE15 2SW,12/06/2013,fhrs_5_en-GB,5,,FHRS,0,"In house catering john donne primary school, John Donne Primary School, Woods Road, London, SE15 2SW",LONDON,APPROVED,GOOD,WOODS ROAD,176680,2.00003E+11,1,SE15 2SW,"JOHN DONNE PRIMARY SCHOOL, WOODS ROAD, LONDON, SE15 2SW",534743,JOHN DONNE PRIMARY SCHOOL,0.8,,-0.061324249,51.47304639,,,
121,126405,126405,,4,Station Way,London,Isatus kitchen,Restaurant/Cafe/Canteen,1,20,,364747,15,,51.469985,46883,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069227,SE15 4RX,14/01/2015,fhrs_1_en-GB,1,,FHRS,15,"Isatus kitchen, 4 Station Way, London, SE15 4RX",LONDON,APPROVED,GOOD,STATION WAY,176324,2.00003E+11,1,SE15 4RX,"2-4, STATION WAY, LONDON, SE15 4RX",534214,,0.9,02-Apr,-0.069071364,51.46997285,,,
122,126406,126406,,83,Peckham Road,London,Iss caterhouse,School/college/university,7845,0,,364066,0,,51.474265,21285,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.079573,SE5 8UH,29/03/2012,fhrs_5_en-GB,5,,FHRS,0,"Iss caterhouse, 83 Peckham Road, London, SE5 8UH",LONDON,APPROVED,GOOD,WICKHAM ROAD,175505,1.00023E+11,1,SE4 1NH,"FIRST FLOOR FLAT, 83, WICKHAM ROAD, LONDON, SE4 1NH",536740,,0.8,,-0.03304313,51.46200893,83,,FIRST FLOOR FLAT
123,126414,126414,St James The Great School,,Peckham Road,London,Iss caterhouse,School/college/university,7845,0,,364484,0,,51.474366,3153,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.073117,SE15 5LP,01/11/2011,fhrs_5_en-GB,5,,FHRS,5,"Iss caterhouse, St James The Great School, Peckham Road, London, SE15 5LP",LONDON,HISTORICAL,GOOD,PECKHAM ROAD,176803,10000812518,4,SE15 5LP,"ST. JAMES THE GREAT CATHOLIC PRIMARY SCHOOL, PECKHAM ROAD, LONDON, SE15 5LP",533920,ST. JAMES THE GREAT CATHOLIC PRIMARY SCHOOL,0.9,,-0.073120227,51.47434694,,,
124,126418,126418,St Johns And St Clements Prima,,Adys Road,London,Iss caterhouse ltd,School/college/university,7845,0,,363221,0,,51.463147,171591,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.071747,SE15 4DY,23/06/2014,fhrs_5_en-GB,5,,FHRS,5,"Iss caterhouse ltd, St Johns And St Clements Prima, Adys Road, London, SE15 4DY",LONDON,APPROVED,GOOD,ADYS ROAD,175554,2.00003E+11,1,SE15 4DY,"ST. JOHNS & ST. CLEMENTS PRIMARY SCHOOL, ADYS ROAD, LONDON, SE15 4DY",534045,ST. JOHNS & ST. CLEMENTS PRIMARY SCHOOL,0.9,,-0.071794757,51.46309333,,,
125,126429,126429,,30,Choumert Road,London,Iya pupa,Retailers - other,4613,10,,654167,10,,51.468194,183241,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068554,SE15 4SE,24/03/2014,fhrs_3_en-GB,3,,FHRS,10,"Iya pupa, 30 Choumert Road, London, SE15 4SE",LONDON,APPROVED,GOOD,CHOUMERT ROAD,176125,2.00003E+11,1,SE15 4SE,"TESSAS BARGAIN, 30, CHOUMERT ROAD, LONDON, SE15 4SE",534245,TESSAS BARGAIN,0.8,,-0.068700839,51.46817721,30,,
126,126431,126431,,132,Rye Lane,London,J & j butchers,Retailers - other,4613,10,,364791,15,,51.469024,52198,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068174,SE15 4RZ,23/07/2014,fhrs_2_en-GB,2,,FHRS,10,"J & j butchers, 132 Rye Lane, London, SE15 4RZ",LONDON,APPROVED,EXACT,RYE LANE,176166,2.00003E+11,1,SE15 4RZ,"J & J BUTCHERS, 132, RYE LANE, LONDON, SE15 4RZ",534295,J & J BUTCHERS,1,,-0.067965878,51.4685338,132,,
127,126433,126433,,7C,Choumert Road,London,J & t fish & seafood,Retailers - other,4613,5,,364079,10,,51.468211,21640,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068496,SE15 4SE,05/11/2014,fhrs_3_en-GB,3,,FHRS,10,"J & t fish & seafood, 7C, Choumert Road, London, SE15 4SE",LONDON,APPROVED,GOOD,CHOUMERT ROAD,176098,10009801326,2,SE15 4SE,"J & T FISH, 7C, CHOUMERT ROAD, LONDON, SE15 4SE",534250,J & T FISH,0.8,7C,-0.068639146,51.46793339,,,
128,126434,126434,,131-133,Evelina Road,London,J f ayre ltd,Manufacturers/packers,7839,5,,364679,0,,51.466101,42020,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056707,SE15 3HB,02/12/2014,fhrs_4_en-GB,4,,FHRS,10,"J f ayre ltd, 131-133, Evelina Road, London, SE15 3HB",LONDON,APPROVED,EXACT,EVELINA ROAD,175904,2.00003E+11,1,SE15 3HB,"J F AYRE LTD, 131-133, EVELINA ROAD, LONDON, SE15 3HB",535074,J F AYRE LTD,1,131-133,-0.056857675,51.46599414,,,
129,126442,126442,,168,Rye Lane,London,Jaffa food store,Retailers - other,4613,10,,363993,5,,51.467853,1847,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.067518,SE15 4NB,14/04/2014,fhrs_4_en-GB,4,,FHRS,0,"Jaffa food store, 168 Rye Lane, London, SE15 4NB",LONDON,APPROVED,GOOD,RYE LANE,176078.23,10090286043,2,SE15 4NB,"JAFFA FOODS, 168, RYE LANE, LONDON, SE15 4NB",534339.94,JAFFA FOODS,0.8,,-0.067352609,51.46773441,168,,
130,126446,126446,,207,Rye Lane,London,Jamaica spice ltd,Other catering premises,7841,10,,363823,10,,51.467685,177364,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066603,SE15 4TP,06/01/2015,fhrs_3_en-GB,3,,FHRS,10,"Jamaica spice ltd, 207 Rye Lane, London, SE15 4TP",LONDON,APPROVED,EXACT,RYE LANE,176073,2.00003E+11,1,SE15 4TP,"TASTY BAKERY, 207, RYE LANE, LONDON, SE15 4TP",534393,TASTY BAKERY,1,,-0.06659118,51.46767482,207,,
131,126458,126458,,27a,Peckham High Street,London,Jb's soul food,Takeaway/sandwich shop,7844,10,,654195,10,,51.473716,183884,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07241,SE15 5EB,10/03/2014,fhrs_4_en-GB,4,,FHRS,0,"Jb's soul food, 27a, Peckham High Street, London, SE15 5EB",LONDON,APPROVED,PARTIAL,PECKHAM HIGH STREET,176733,10091837438,1,SE15 5EB,"RAM JAM TAKEAWAY, 27A, PECKHAM HIGH STREET, LONDON, SE15 5EB",533972,RAM JAM TAKEAWAY,0.7,27A,-0.072398469,51.47370559,,,
132,126462,126462,,12,Station Way,London,Jenny's,Retailers - other,4613,5,,362839,0,,51.469985,125039,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069227,SE15 4RX,30/08/2012,fhrs_5_en-GB,5,,FHRS,0,"Jenny's, 12 Station Way, London, SE15 4RX",LONDON,APPROVED,GOOD,CLIFTON WAY,177083,2.00003E+11,1,SE15 2LG,"12, CLIFTON WAY, LONDON, SE15 2LG",535011,,0.9,,-0.057314033,51.47660405,12,,
133,126464,126464,,100,Evelina Road,London,Jerkiz caribbean cuisine,Restaurant/Cafe/Canteen,1,,,687781,,,51.466607,182979,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056326,SE15 3HL,06/08/2014,fhrs_5_en-GB,5,,FHRS,,"Jerkiz caribbean cuisine, 100 Evelina Road, London, SE15 3HL",LONDON,APPROVED,GOOD,EVELINA ROAD,175970,2.00003E+11,1,SE15 3HL,"NKEMS AFRICAN QUISINE, 100, EVELINA ROAD, LONDON, SE15 3HL",535098,NKEMS AFRICAN QUISINE,0.8,,-0.056487182,51.46658152,100,,
134,126478,126478,,137,Brayards Road,London,Julian supermarket,Retailers - other,4613,10,,421354,0,,51.469697,2171,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.057735,SE15 2BX,14/02/2011,fhrs_4_en-GB,4,,FHRS,0,"Julian supermarket, 137 Brayards Road, London, SE15 2BX",LONDON,APPROVED,EXACT,BRAYARDS ROAD,176319,2.00003E+11,1,SE15 2BX,"JULIAN SUPERMARKET, 137, BRAYARDS ROAD, LONDON, SE15 2BX",535027,JULIAN SUPERMARKET,1,,-0.057375476,51.46973468,137,,
135,126486,126486,,146-150,Rye Lane,London,K & k butchers,Retailers - other,4613,20,,362764,15,,51.469024,1112,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068174,SE15 4RZ,06/01/2015,fhrs_1_en-GB,1,,FHRS,15,"K & k butchers, 146-150, Rye Lane, London, SE15 4RZ",LONDON,HISTORICAL,EXACT,RYE LANE,176137,2.00003E+11,1,SE15 4RZ,"K & K BUTCHERS, 146-150, RYE LANE, LONDON, SE15 4RZ",534308,K & K BUTCHERS,1,146-150,-0.067789843,51.46827011,,,
136,126493,126493,,,90-92 Rye Lane,London,K&a centre ltd,Retailers - other,4613,10,,365018,10,,51.469024,75180,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068174,SE15 4RZ,21/08/2014,fhrs_3_en-GB,3,,FHRS,10,"K&a centre ltd, 90-92 Rye Lane, London, SE15 4RZ",LONDON,APPROVED,EXACT,RYE LANE,176276,2.00003E+11,1,SE15 4RZ,"K & A FOODS, 90-92, RYE LANE, LONDON, SE15 4RZ",534254,K & A FOODS,1,90-92,-0.068514042,51.46953202,,,
