,Unnamed: 0,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
126962,126962,,43A,Peckham High Street,London,O'bar/obalande suya,Restaurant/Cafe/Canteen,1,10.0,,364370,10.0,,51.473716,2843,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07241,SE15 5EB,2012-08-14,fhrs_3_en-GB,3,,FHRS,10.0
126977,126977,The Old Nuns Head,15,Nunhead Green,London,Old nuns head,Pub/bar/nightclub,7843,20.0,,729162,15.0,,51.465286,184938,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.05965,SE15 3QQ,2014-11-04,fhrs_1_en-GB,1,,FHRS,15.0
127003,127003,,90,Astbury Road,London,Ownlife ltd,Hospitals/Childcare/Caring Premises,5,5.0,,364839,5.0,,51.475812,54357,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.055027,SE15 2NW,2006-01-19,fhrs_5_en-GB,5,,FHRS,5.0
127007,127007,,192A,Rye Lane,London,Ozzies cafe,Restaurant/Cafe/Canteen,1,10.0,,362681,0.0,,51.467136,107665,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066583,SE15 4NF,2014-10-22,fhrs_4_en-GB,4,,FHRS,10.0
127012,127012,Unit 14 The Aylesham Centre,,Rye Lane,London,Pak butchers (peckham) limited,Retailers - other,4613,20.0,,364862,10.0,,51.472746,56499,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068693,SE15 5EW,2014-09-25,fhrs_1_en-GB,1,,FHRS,15.0
127013,127013,,22,Gibbon Road,London,Palace chinese,Takeaway/sandwich shop,7844,5.0,,364546,5.0,,51.468035,3347,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.052406,SE15 2AS,2013-07-22,fhrs_4_en-GB,4,,FHRS,10.0
127032,127032,,121-125,Peckham High Street,London,Payless,Retailers - other,4613,10.0,,362658,5.0,,51.474134,106820,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.067771,SE15 5SF,2014-04-14,fhrs_4_en-GB,4,,FHRS,0.0
127033,127033,,94-96,Peckham Road,London,Payless,Retailers - supermarkets/hypermarkets,7840,10.0,,363953,15.0,,51.473999,179465,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07705,SE15 5PY,2015-01-22,fhrs_2_en-GB,2,,FHRS,5.0
127036,127036,,176,Peckham High Street,London,Payless food and wine,Retailers - other,4613,20.0,,363282,0.0,,51.473707,172186,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.065326,SE15 5EG,2012-08-14,fhrs_1_en-GB,1,,FHRS,10.0
127038,127038,,10-12,Gibbon Road,London,Payless supermarket,Retailers - other,4613,10.0,,362659,10.0,,51.468035,106887,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.052406,SE15 2AS,2010-11-03,fhrs_3_en-GB,3,,FHRS,5.0
127040,127040,,64,Rye Lane,London,Peckham afro foods ltd,Retailers - other,4613,10.0,,363972,10.0,,51.471164,180247,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069782,SE15 5BY,2014-04-16,fhrs_3_en-GB,3,,FHRS,10.0
127041,127041,,71-73,Rye Lane,London,Peckham afro foods ltd,Retailers - other,4613,10.0,,542871,10.0,,51.471369,182512,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069169,SE15 5EX,2014-04-14,fhrs_3_en-GB,3,,FHRS,10.0
127042,127042,,50,Rye Lane,London,Peckham greengrocers,Retailers - other,4613,0.0,,363044,0.0,,51.471164,1413,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069782,SE15 5BY,2014-04-14,fhrs_4_en-GB,4,,FHRS,10.0
127043,127043,,24,Elm Grove,London,Peckham liberal club,Pub/bar/nightclub,7843,10.0,,364669,5.0,,51.470788,41748,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.071008,SE15 5DE,2013-05-09,fhrs_4_en-GB,4,,FHRS,5.0
127045,127045,Unit 4,12-16,Blenheim Grove,London,Peckham refreshment rooms,Restaurant/Cafe/Canteen,1,10.0,,554959,10.0,,51.469437,182670,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070302,SE15 4QL,2015-01-22,fhrs_3_en-GB,3,,FHRS,10.0
127046,127046,,95A,Rye Lane,London,Peckhamplex,Other catering premises,7841,10.0,,421379,0.0,,51.469866,43521,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068008,SE15 4ST,2012-08-22,fhrs_4_en-GB,4,,FHRS,0.0
127053,127053,,28,Peckham High Street,London,Persepolis - taste of persia,Retailers - other,4613,10.0,,364810,0.0,,51.473393,53346,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072453,SE15 5DT,2010-10-12,fhrs_4_en-GB,4,,FHRS,0.0
127058,127058,,63,Choumert Road,London,Petitou,Restaurant/Cafe/Canteen,1,5.0,,364786,0.0,,51.46755,51426,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070986,SE15 4AR,2012-08-31,fhrs_5_en-GB,5,,FHRS,0.0
127072,127072,,38,Shenley Road,London,Pished fish smokery,Other catering premises,7841,5.0,,733883,5.0,,51.472515,184739,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.080927,SE5 8NN,2015-01-12,fhrs_4_en-GB,4,,FHRS,10.0
127098,127098,,131,Queens Road,London,Pound time plus,Retailers - other,4613,10.0,,542870,0.0,,51.475145,182511,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.058728,SE15 2NB,2013-03-15,fhrs_4_en-GB,4,,FHRS,0.0
127101,127101,Unit 5-13 The Aylesham Centre,,Rye Lane,London,Poundland,Retailers - other,4613,0.0,,449228,0.0,,51.472746,176955,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068693,SE15 5EW,2012-08-24,fhrs_5_en-GB,5,,FHRS,5.0
127102,127102,Unit 1 To 2 Bellenden Road Bu,,Bellenden Road,London,Poundstretcher ltd,Retailers - other,4613,5.0,,421381,0.0,,51.46886,50439,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072989,SE15 4RF,2011-02-02,fhrs_5_en-GB,5,,FHRS,5.0
127122,127122,,12,Peckham High Street,London,Price cutter food & wine,Retailers - other,4613,5.0,,363757,5.0,,51.473393,176724,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072453,SE15 5DT,2011-02-03,fhrs_5_en-GB,5,,FHRS,5.0
127123,127123,,51-57,Rye Lane,London,Primark,Retailers - other,4613,,,433579,,,51.471885,21632,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069349,SE15 5EY,2011-11-21,fhrs_exempt_en-GB,Exempt,,FHRS,
127124,127124,,111,Bellenden Road,London,Prince albert,Pub/bar/nightclub,7843,10.0,,364146,0.0,,51.467913,2353,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072281,SE15 4QY,2007-04-16,fhrs_4_en-GB,4,,FHRS,0.0
127137,127137,,39,Nunhead Green,London,Pyrotechnist arms,Pub/bar/nightclub,7843,10.0,,729152,10.0,,51.465307,184801,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.058224,SE15 3QF,2014-11-05,fhrs_3_en-GB,3,,FHRS,10.0
127143,127143,,2b,Kings Grove,London,Queen's coffee bar,Restaurant/Cafe/Canteen,1,,,363820,,,51.475145,177348,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.058728,SE15 2NB,2014-05-29,fhrs_5_en-GB,5,,FHRS,
127144,127144,,23-25,Peckham High Street,London,Queens kitchen,Takeaway/sandwich shop,7844,10.0,,362637,10.0,,51.473716,105858,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07241,SE15 5EB,2014-10-17,fhrs_2_en-GB,2,,FHRS,15.0
127145,127145,,64-72,Queens Road,London,Queens oak care centre,Hospitals/Childcare/Caring Premises,5,5.0,,363087,5.0,,51.473535,15063,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.060337,SE15 2QL,2014-01-21,fhrs_5_en-GB,5,,FHRS,5.0
127148,127148,,62,Nunhead Lane,London,R c patel,Retailers - other,4613,5.0,,363053,5.0,,51.464633,1422,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.059865,SE15 3QE,2012-02-29,fhrs_5_en-GB,5,,FHRS,0.0
127151,127151,Baptist Church,,Amott Road,London,Rainbow breakfast and after school club,Hospitals/Childcare/Caring Premises,5,10.0,,363073,0.0,,51.463914,1458,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070247,SE15 4HU,2012-09-13,fhrs_4_en-GB,4,,FHRS,5.0
127156,127156,,157-159,Peckham Hill Street,London,Rakhs news,Retailers - other,4613,10.0,,362967,5.0,,51.474661,1363,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.06867,SE15 5JZ,2011-01-13,fhrs_4_en-GB,4,,FHRS,5.0
127165,127165,Red Cow,190-192,Peckham High Street,London,Red cow,Pub/bar/nightclub,7843,10.0,,363881,10.0,,51.473707,178213,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.065326,SE15 5EG,2011-10-31,fhrs_2_en-GB,2,,FHRS,15.0
127192,127192,The Peckham Hill Street Surger,143-145,Peckham Hill Street,London,Rising stars nursery,Hospitals/Childcare/Caring Premises,5,10.0,,729115,5.0,,51.474707,184010,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068682,SE15 5JZ,2014-04-11,fhrs_4_en-GB,4,,FHRS,5.0
127195,127195,,146-150,Rye Lane,London,Rnr green grocers,Retailers - other,4613,5.0,,363377,5.0,,51.469024,173378,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068174,SE15 4RZ,2010-08-04,fhrs_4_en-GB,4,,FHRS,10.0
127199,127199,,46,Peckham Road,London,Rock news,Retailers - other,4613,5.0,,363989,10.0,,51.473606,1836,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.079989,SE5 8PX,2011-05-27,fhrs_4_en-GB,4,,FHRS,5.0
127212,127212,,177-179,Rye Lane,London,Roosters hut,Takeaway/sandwich shop,7844,10.0,,729151,5.0,,51.467685,184794,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066603,SE15 4TP,2014-11-04,fhrs_3_en-GB,3,,FHRS,10.0
127214,127214,,169,Rye Lane,London,Ropharm chemist,Retailers - other,4613,,,362834,,,51.468604,1243,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.067241,SE15 4TL,2007-05-08,fhrs_exempt_en-GB,Exempt,,FHRS,
127228,127228,,170,Bellenden Road,London,Royal caribbean spice bakery,Other catering premises,7841,20.0,,654202,15.0,,51.466859,183972,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.073218,SE15 4BW,2014-03-13,fhrs_0_en-GB,0,,FHRS,20.0
127232,127232,Peckham Delivery Office,2-4,Highshore Road,London,Royal mail,Restaurant/Cafe/Canteen,1,0.0,,364508,5.0,,51.471776,3267,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070937,SE15 5AU,2010-11-04,fhrs_5_en-GB,5,,FHRS,0.0
127236,127236,,15,Colls Road,London,Ruby colls house,Hospitals/Childcare/Caring Premises,5,10.0,,363448,0.0,,51.475268,174147,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.053682,SE15 2NS,2013-01-17,fhrs_4_en-GB,4,,FHRS,0.0
127237,127237,,121,Evelina Road,London,Rudds,Retailers - other,4613,0.0,,364676,0.0,,51.466101,42013,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056707,SE15 3HB,2012-02-29,fhrs_5_en-GB,5,,FHRS,0.0
127241,127241,Unit 1,137-139,Rye Lane,London,Rye express,Retailers - other,4613,10.0,,363458,10.0,,51.469866,174255,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068008,SE15 4ST,2011-09-05,fhrs_3_en-GB,3,,FHRS,5.0
127243,127243,,164,Rye Lane,London,Rye lane news and off licence,Retailers - other,4613,20.0,,364084,10.0,,51.467853,21934,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.067518,SE15 4NB,2014-04-14,fhrs_1_en-GB,1,,FHRS,15.0
127244,127244,,34,Peckham Rye,London,Rye news,Retailers - other,4613,5.0,,363142,0.0,,51.465565,1688,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066722,SE15 4JR,2012-02-29,fhrs_5_en-GB,5,,FHRS,0.0
127245,127245,Rye Oak Primary School,,Whorlton Road,London,Rye oak school & childrens centre,School/college/university,7845,5.0,,407139,5.0,,51.46415,3159,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.064377,SE15 3PD,2014-07-11,fhrs_5_en-GB,5,,FHRS,5.0
127246,127246,,40,Nunhead Lane,London,S g convenience store (grocery),Retailers - other,4613,5.0,,364009,0.0,,51.463807,1872,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.061556,SE15 3TU,2012-02-29,fhrs_5_en-GB,5,,FHRS,0.0
127250,127250,,8,Choumert Road,London,Sabinah food store,Retailers - other,4613,10.0,,654170,10.0,,51.468211,183392,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068496,SE15 4SE,2014-03-24,fhrs_3_en-GB,3,,FHRS,10.0
127255,127255,,29,Fenwick Road,London,Saffronland homes,Hospitals/Childcare/Caring Premises,5,10.0,,364685,5.0,,51.463304,42312,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068689,SE15 4HS,2006-02-16,fhrs_4_en-GB,4,,FHRS,0.0
127268,127268,,6,Rye Lane,London,Sakhi quality meat,Retailers - other,4613,20.0,,665590,15.0,,51.472256,184036,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070053,SE15 5BS,2014-03-26,fhrs_1_en-GB,1,,FHRS,10.0
127269,127269,Unit 27 K&S Indoor Market,135a,Rye Lane,London,Sakisatu foods,Retailers - other,4613,10.0,,407107,10.0,,51.469866,178095,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068008,SE15 4ST,2012-05-30,fhrs_3_en-GB,3,,FHRS,10.0
127276,127276,,163,Bellenden Road,London,Sam's kebab,Takeaway/sandwich shop,7844,5.0,,362998,5.0,,51.466882,138186,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072468,SE15 4DH,2014-07-14,fhrs_5_en-GB,5,,FHRS,5.0
127296,127296,,213,Rye Lane,London,Seafood superstores,Retailers - other,4613,10.0,,363116,10.0,,51.467685,1574,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066603,SE15 4TP,2013-03-07,fhrs_3_en-GB,3,,FHRS,10.0
127309,127309,,58-60,Peckham High Street,London,Shangeetha supermarket limited,Retailers - other,4613,10.0,,569203,10.0,,51.473214,183062,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070891,SE15 5DP,2014-04-14,fhrs_3_en-GB,3,,FHRS,10.0
127333,127333,,50,Gibbon Road,London,Silver fish bar,Takeaway/sandwich shop,7844,0.0,,363118,0.0,,51.466568,1581,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.051835,SE15 3XE,2012-10-09,fhrs_5_en-GB,5,,FHRS,5.0
127351,127351,,28,Choumert Road,London,Small white elephant,Restaurant/Cafe/Canteen,1,5.0,,692061,5.0,,51.468211,184021,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068496,SE15 4SE,2014-07-01,fhrs_4_en-GB,4,,FHRS,10.0
127367,127367,Albrighton Community Centre,37,Albrighton Road,London,Solochi food and drink ltd,Other catering premises,7841,10.0,,581931,0.0,,51.464622,182996,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.081619,SE22 8AH,2013-07-31,fhrs_4_en-GB,4,,FHRS,10.0
127372,127372,,296,Southampton Way,London,Souhampton way care home,Hospitals/Childcare/Caring Premises,5,0.0,,363071,5.0,,51.47541,14554,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.078632,SE5 7HQ,2014-01-09,fhrs_5_en-GB,5,,FHRS,5.0
127381,127381,Copleston Centre,,Copleston Road,London,Southwark day centre for asylum seekers,Restaurant/Cafe/Canteen,1,0.0,,521974,0.0,,51.466197,182652,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.077306,SE15 4AN,2013-02-12,fhrs_5_en-GB,5,,FHRS,5.0
127404,127404,,91,Evelina Road,London,Spices,Takeaway/sandwich shop,7844,10.0,,363047,10.0,,51.466607,141759,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056326,SE15 3HL,2014-02-24,fhrs_3_en-GB,3,,FHRS,10.0
127405,127405,,165,Rye Lane,London,Spinners bakery ltd,Takeaway/sandwich shop,7844,,,729163,,,51.468604,184942,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.067241,SE15 4TL,,fhrs_awaitinginspection_en-GB,AwaitingInspection,,FHRS,
127409,127409,,64-66,Choumert Road,London,St andrews nursing home,Hospitals/Childcare/Caring Premises,5,5.0,,363246,5.0,,51.467841,171710,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.071132,SE15 4AX,2014-07-14,fhrs_5_en-GB,5,,FHRS,5.0
127431,127431,,81,Evelina Road,London,St. thomas the apostle church (licensed bar),Pub/bar/nightclub,7843,10.0,,362738,0.0,,51.466607,110237,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056326,SE15 3HL,2012-10-10,fhrs_4_en-GB,4,,FHRS,5.0
127432,127432,,81,Evelina Road,London,St. thomas the apostle church (place of worship/church),Other catering premises,7841,,,421377,,,51.466607,41984,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056326,SE15 3HL,2012-10-10,fhrs_exempt_en-GB,Exempt,,FHRS,
127433,127433,,45-65,Peckham Road,London,Staff bar - camberwell college of arts and design,Restaurant/Cafe/Canteen,1,5.0,,487200,0.0,,51.474068,182099,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.080733,SE5 8UF,2012-11-23,fhrs_5_en-GB,5,,FHRS,0.0
127438,127438,,114,Rye Lane,London,Star noodles,Restaurant/Cafe/Canteen,1,10.0,,364411,10.0,,51.469024,2952,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068174,SE15 4RZ,2013-05-09,fhrs_3_en-GB,3,,FHRS,10.0
127449,127449,,154,Rye Lane,London,Stella's groceries and vegetables limited,Retailers - other,4613,10.0,,363992,10.0,,51.467853,1846,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.067518,SE15 4NB,2013-03-14,fhrs_2_en-GB,2,,FHRS,15.0
127463,127463,1 Central Buildings,,Rye Lane,London,Subway peckham,Restaurant/Cafe/Canteen,1,0.0,,365012,0.0,,51.473218,71573,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070056,SE15 5DW,2011-02-11,fhrs_5_en-GB,5,,FHRS,0.0
127483,127483,,38-44,Rye Lane,London,Superdrug stores plc,Retailers - other,4613,0.0,,362836,5.0,,51.471164,1245,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069782,SE15 5BY,2012-08-23,fhrs_5_en-GB,5,,FHRS,5.0
127504,127504,,1a,Choumert Road,London,Swaizie food store,Retailers - other,4613,0.0,,364740,5.0,,51.468211,46196,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068496,SE15 4SE,2012-02-29,fhrs_5_en-GB,5,,FHRS,0.0
127513,127513,,213A,Rye Lane,London,T & s afro cosmetics and food and wine,Retailers - other,4613,10.0,,363995,0.0,,51.467685,1853,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066603,SE15 4TP,2007-05-03,fhrs_4_en-GB,4,,FHRS,0.0
127533,127533,,12a,Rye Lane,London,Tastes,Retailers - other,4613,10.0,,692039,10.0,,51.47232,183431,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070093,SE15 5BS,2014-07-11,fhrs_3_en-GB,3,,FHRS,10.0
127568,127568,,151-155,Queens Road,London,Tesco stores ltd,Retailers - supermarkets/hypermarkets,7840,5.0,,363318,5.0,,51.473679,172537,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.057091,SE15 2ND,2014-07-09,fhrs_4_en-GB,4,,FHRS,10.0
127572,127572,Unit 1,265,Rye Lane,London,Tesco stores ltd,Retailers - supermarkets/hypermarkets,7840,5.0,,363249,5.0,,51.466599,171745,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.06567,SE15 4UR,2012-02-21,fhrs_5_en-GB,5,,FHRS,5.0
127596,127596,,129,Queens Road,London,The beer rebellion,Pub/bar/nightclub,7843,5.0,,702299,5.0,,51.47509,184115,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.058716,SE15 2NB,2014-09-09,fhrs_5_en-GB,5,,FHRS,5.0
127597,127597,Part Ground Floor,168,Bellenden Road,London,The begging bowl,Restaurant/Cafe/Canteen,1,5.0,,487184,0.0,,51.466859,181660,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.073218,SE15 4BW,2012-12-06,fhrs_4_en-GB,4,,FHRS,10.0
127618,127618,,43,Lyndhurst Grove,London,The cadeleigh arms,Pub/bar/nightclub,7843,10.0,,364139,5.0,,51.470287,2337,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.08046,SE15 5AN,2012-02-29,fhrs_4_en-GB,4,,FHRS,5.0
127623,127623,,133-137,Queens Road,London,The camden society,Restaurant/Cafe/Canteen,1,0.0,,362935,5.0,,51.473679,133057,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.057091,SE15 2ND,2014-06-23,fhrs_5_en-GB,5,,FHRS,5.0
127630,127630,,91,Queens Road,London,The childrens society,Restaurant/Cafe/Canteen,1,5.0,,364499,5.0,,51.473961,3230,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.059484,SE15 2EZ,2012-02-29,fhrs_5_en-GB,5,,FHRS,5.0
127636,127636,,133,Copeland Road,London,The clf art cafe,Pub/bar/nightclub,7843,20.0,,564145,15.0,,51.469911,23344,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.064162,SE15 3SN,2013-06-23,fhrs_1_en-GB,1,,FHRS,15.0
127674,127674,,16,Evelina Road,London,The golden anchor,Pub/bar/nightclub,7843,10.0,,364671,10.0,,51.469161,41976,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.052013,SE15 2DX,2013-10-23,fhrs_2_en-GB,2,,FHRS,15.0
127682,127682,,24,Nunhead Green,London,The great wall,Takeaway/sandwich shop,7844,5.0,,364547,10.0,,51.465307,3348,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.058224,SE15 3QF,2012-10-10,fhrs_3_en-GB,3,,FHRS,10.0
127685,127685,,109,Peckham High Street,London,The greyhound,Pub/bar/nightclub,7843,10.0,,364238,5.0,,51.474117,2522,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068362,SE15 5SE,2007-04-26,fhrs_4_en-GB,4,,FHRS,5.0
127703,127703,,71-79,Peckham High Street,London,The kentish drovers,Pub/bar/nightclub,7843,0.0,,364633,0.0,,51.473836,4074,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069309,SE15 5RS,2010-10-13,fhrs_5_en-GB,5,,FHRS,0.0
127718,127718,,119,Bellenden Road,London,The lovely house,Restaurant/Cafe/Canteen,1,10.0,,467719,10.0,,51.467913,181732,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072281,SE15 4QY,2013-08-29,fhrs_2_en-GB,2,,FHRS,15.0
127725,127725,,184,Bellenden Road,London,The melange chocolate,Takeaway/sandwich shop,7844,5.0,,363042,0.0,,51.466859,141060,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.073218,SE15 4BW,2012-02-29,fhrs_2_en-GB,2,,FHRS,15.0
127726,127726,Unit 2,117-125,Rye Lane,London,The mighty pound,Retailers - other,4613,,,433585,,,51.469866,3321,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068008,SE15 4ST,2012-02-29,fhrs_exempt_en-GB,Exempt,,FHRS,
127727,127727,,43,Choumert Road,London,The montpelier,Pub/bar/nightclub,7843,10.0,,364107,0.0,,51.46755,2261,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070986,SE15 4AR,2012-02-29,fhrs_4_en-GB,4,,FHRS,5.0
127731,127731,,231-235,Rye Lane,London,The nags head,Pub/bar/nightclub,7843,5.0,,364263,5.0,,51.467685,2572,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066603,SE15 4TP,2004-08-19,fhrs_5_en-GB,5,,FHRS,5.0
127743,127743,Pelican House,92,Peckham Road,London,The peckham pelican,Restaurant/Cafe/Canteen,1,0.0,,588919,5.0,,51.473999,183021,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07705,SE15 5PY,2013-08-30,fhrs_5_en-GB,5,,FHRS,5.0
127789,127789,Victoria Inn,77,Choumert Road,London,The victorian inn,Pub/bar/nightclub,7843,5.0,,363627,5.0,,51.46755,175679,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070986,SE15 4AR,2014-06-20,fhrs_4_en-GB,4,,FHRS,10.0
127792,127792,,54,Lyndhurst Grove,London,The villa nursery,Hospitals/Childcare/Caring Premises,5,0.0,,363107,0.0,,51.469945,1549,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.076068,SE15 5AH,2012-09-10,fhrs_5_en-GB,5,,FHRS,0.0
127799,127799,,20,Peckham Rye,London,The white horse,Pub/bar/nightclub,7843,0.0,,364165,0.0,,51.465565,2391,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066722,SE15 4JR,2010-10-20,fhrs_5_en-GB,5,,FHRS,5.0
127807,127807,,184-186,Rye Lane,London,Three c's,Hospitals/Childcare/Caring Premises,5,10.0,,729110,5.0,,51.467136,183783,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066583,SE15 4NF,2014-11-20,fhrs_3_en-GB,3,,FHRS,10.0
127817,127817,,94,Peckham High Street,London,Timgrace variety stores,Retailers - other,4613,10.0,,364003,0.0,,51.473722,1865,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068436,SE15 5ED,2014-04-14,fhrs_4_en-GB,4,,FHRS,10.0
127822,127822,,173,Queens Road,London,Tops caribbean,Takeaway/sandwich shop,7844,5.0,,363964,5.0,,51.473679,180064,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.057091,SE15 2ND,2014-09-15,fhrs_5_en-GB,5,,FHRS,5.0
