fhrs_rownum,fhrs_address,plot_address,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,plot_lat,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,plot_lng,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
126495,"Kairos, John Kitchen Centre, 22 Linden Grove, London, SE15 3LF","Kairos, John Kitchen Centre, 22 Linden Grove, London, SE15 3LF",John Kitchen Centre,22,Linden Grove,London,Kairos,Hospitals/Childcare/Caring Premises,5,5,,364738,5,,51.463226,46039,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.059622,SE15 3LF,24/01/2013,fhrs_5_en-GB,5,,FHRS,5
126501,"Kam foh, 19 Peckham High Street, London, SE15 5EB","Kam foh, 19 Peckham High Street, London, SE15 5EB",,19,Peckham High Street,London,Kam foh,Takeaway/sandwich shop,7844,5,,449256,5,,51.473716,181274,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07241,SE15 5EB,24/09/2013,fhrs_5_en-GB,5,,FHRS,0
126502,"Kapadokya, 44 Peckham Rye, London, SE15 4JR","Kapadokya, 44 Peckham Rye, London, SE15 4JR",,44,Peckham Rye,London,Kapadokya,Takeaway/sandwich shop,7844,5,,363690,0,,51.465565,176071,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066722,SE15 4JR,30/08/2012,fhrs_5_en-GB,5,,FHRS,0
126505,"Kashmir grocers, 18 Choumert Road, London, SE15 4SE","Kashmir grocers, 18 Choumert Road, London, SE15 4SE",,18,Choumert Road,London,Kashmir grocers,Retailers - other,4613,20,,363994,15,,51.468211,1850,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068496,SE15 4SE,01/07/2014,fhrs_1_en-GB,1,,FHRS,10
126507,"Katies, 165 Peckham Hill Street, London, SE15 5JZ","Katies, 165 Peckham Hill Street, London, SE15 5JZ",,165,Peckham Hill Street,London,Katies,Takeaway/sandwich shop,7844,10,,363676,10,,51.474661,175982,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.06867,SE15 5JZ,24/06/2014,fhrs_3_en-GB,3,,FHRS,5
126508,"Katies kebab, 130 Peckham Hill Street, London, SE15 5JT","Katies kebab, 130 Peckham Hill Street, London, SE15 5JT",,130,Peckham Hill Street,London,Katies kebab,Takeaway/sandwich shop,7844,5,,363656,5,,51.475275,175835,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.06935,SE15 5JT,07/08/2013,fhrs_5_en-GB,5,,FHRS,5
126513,"Keerthanaa store, 97 Azenby Road, London, SE15 5AJ","Keerthanaa store, 97 Azenby Road, London, SE15 5AJ",,97,Azenby Road,London,Keerthanaa store,Retailers - other,4613,10,,364005,10,,51.469645,1867,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.077521,SE15 5AJ,20/08/2013,fhrs_3_en-GB,3,,FHRS,10
126517,"Kentucky fried chicken, 32 Rye Lane, London, SE15 5BS","Kentucky fried chicken, 32 Rye Lane, London, SE15 5BS",,32,Rye Lane,London,Kentucky fried chicken,Restaurant/Cafe/Canteen,1,0,,364414,0,,51.472256,2963,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070053,SE15 5BS,22/08/2012,fhrs_5_en-GB,5,,FHRS,0
126523,"Kgf (kingdom gift centre), 208 Rye Lane, London, SE15 4NL","Kgf (kingdom gift centre), 208 Rye Lane, London, SE15 4NL",,208,Rye Lane,London,Kgf (kingdom gift centre),Retailers - other,4613,5,,363770,5,,51.466439,176868,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066325,SE15 4NL,25/02/2011,fhrs_5_en-GB,5,,FHRS,5
126528,"Khan's bargain limited (grocery), 135 Rye Lane, London, SE15 4ST","Khan's bargain limited (grocery), 135 Rye Lane, London, SE15 4ST",,135,Rye Lane,London,Khan's bargain limited (grocery),Retailers - other,4613,10,,362724,10,,51.469866,110165,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068008,SE15 4ST,14/04/2014,fhrs_2_en-GB,2,,FHRS,15
126529,"Khf, 35 Peckham High Street, London, SE15 5EB","Khf, 35 Peckham High Street, London, SE15 5EB",,35,Peckham High Street,London,Khf,Restaurant/Cafe/Canteen,1,10,,364369,5,,51.473716,2842,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07241,SE15 5EB,11/09/2014,fhrs_4_en-GB,4,,FHRS,5
126530,"Kim lien, 47 Peckham High Street, London, SE15 5EB","Kim lien, 47 Peckham High Street, London, SE15 5EB",,47,Peckham High Street,London,Kim lien,Retailers - other,4613,10,,542859,10,,51.473716,182291,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07241,SE15 5EB,14/04/2014,fhrs_4_en-GB,4,,FHRS,0
126533,"King valley fried chicken, 56 Gibbon Road, London, SE15 3XE","King valley fried chicken, 56 Gibbon Road, London, SE15 3XE",,56,Gibbon Road,London,King valley fried chicken,Takeaway/sandwich shop,7844,0,,364549,0,,51.466568,3352,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.051835,SE15 3XE,09/10/2012,fhrs_5_en-GB,5,,FHRS,5
126546,"Kitchen 54, 119 Queens Road, London, SE15 2EZ","Kitchen 54, 119 Queens Road, London, SE15 2EZ",,119,Queens Road,London,Kitchen 54,Takeaway/sandwich shop,7844,10,,692072,10,,51.473961,184225,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.059484,SE15 2EZ,23/07/2014,fhrs_3_en-GB,3,,FHRS,10
126548,"Kna food centre, 92 Rye Lane, London, SE15 4RZ","Kna food centre, 92 Rye Lane, London, SE15 4RZ",,92,Rye Lane,London,Kna food centre,Retailers - other,4613,0,,364002,0,,51.469024,1864,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068174,SE15 4RZ,14/04/2014,fhrs_4_en-GB,4,,FHRS,10
126554,"Kristal pharmacy, 127 Evelina Road, London, SE15 3HB","Kristal pharmacy, 127 Evelina Road, London, SE15 3HB",,127,Evelina Road,London,Kristal pharmacy,Retailers - other,4613,,,364678,,,51.466101,42019,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056707,SE15 3HB,21/04/2007,fhrs_exempt_en-GB,Exempt,,FHRS,
126556,"Krootown market, 5 Choumert Road, London, SE15 4SE","Krootown market, 5 Choumert Road, London, SE15 4SE",,5,Choumert Road,London,Krootown market,Retailers - other,4613,10,,467680,10,,51.468211,180608,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068496,SE15 4SE,25/10/2012,fhrs_3_en-GB,3,,FHRS,10
126560,"Kumasi market, 74 Peckham High Street, London, SE15 5ED","Kumasi market, 74 Peckham High Street, London, SE15 5ED",,74,Peckham High Street,London,Kumasi market,Retailers - other,4613,20,,363999,0,,51.473722,1860,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068436,SE15 5ED,14/04/2014,fhrs_1_en-GB,1,,FHRS,0
126601,"Le petit jardin, 48 Rye Lane, SE15 5BY","Le petit jardin, 48 Rye Lane, SE15 5BY",,48,Rye Lane,,Le petit jardin,Restaurant/Cafe/Canteen,1,5,,364845,5,,51.471164,55120,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069782,SE15 5BY,06/01/2009,fhrs_5_en-GB,5,,FHRS,5
126617,"Lerryn's, 200 Rye Lane, London, SE15 4NF","Lerryn's, 200 Rye Lane, London, SE15 4NF",,200,Rye Lane,London,Lerryn's,Restaurant/Cafe/Canteen,1,10,,665576,5,,51.467202,183763,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066768,SE15 4NF,06/05/2014,fhrs_3_en-GB,3,,FHRS,10
126623,"Lidl uk gmbh, 5 Bellenden Road, London, SE15 5BA","Lidl uk gmbh, 5 Bellenden Road, London, SE15 5BA",,5,Bellenden Road,London,Lidl uk gmbh,Retailers - supermarkets/hypermarkets,7840,5,,364761,10,,51.472484,48914,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.071325,SE15 5BA,17/04/2009,fhrs_3_en-GB,3,,FHRS,10
126627,"Lime tree house, Lime Tree House, 2 Dundas Road, London, SE15 2DL","Lime tree house, Lime Tree House, 2 Dundas Road, London, SE15 2DL",Lime Tree House,2,Dundas Road,London,Lime tree house,Hospitals/Childcare/Caring Premises,5,5,,542844,0,,51.470272,182096,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.0545,SE15 2DL,13/03/2013,fhrs_5_en-GB,5,,FHRS,0
126632,"Lions fried chicken, 165 Queens Road, London, SE15 2ND","Lions fried chicken, 165 Queens Road, London, SE15 2ND",,165,Queens Road,London,Lions fried chicken,Takeaway/sandwich shop,7844,10,,365041,0,,51.473679,77933,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.057091,SE15 2ND,23/01/2014,fhrs_4_en-GB,4,,FHRS,10
126638,"Little hut, 59 Peckham High Street, London, SE15 5EB","Little hut, 59 Peckham High Street, London, SE15 5EB",,59,Peckham High Street,London,Little hut,Retailers - other,4613,20,,362969,15,,51.473716,1365,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07241,SE15 5EB,14/04/2014,fhrs_1_en-GB,1,,FHRS,10
126639,"Little jungle nursery, 60a Amott Road, London, SE15 4JD","Little jungle nursery, 60a Amott Road, London, SE15 4JD",,60a,Amott Road,London,Little jungle nursery,Hospitals/Childcare/Caring Premises,5,5,,363882,5,,51.464093,178228,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070728,SE15 4JD,18/11/2014,fhrs_4_en-GB,4,,FHRS,10
126646,"Little winners day nursery, 281-283 Rye Lane, London, SE15 4UA","Little winners day nursery, 281-283 Rye Lane, London, SE15 4UA",,281-283,Rye Lane,London,Little winners day nursery,Hospitals/Childcare/Caring Premises,5,5,,363408,5,,51.46589,173666,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.0657,SE15 4UA,03/09/2014,fhrs_4_en-GB,4,,FHRS,10
126653,"Lolak, 38 Choumert Road, London, SE15 4SE","Lolak, 38 Choumert Road, London, SE15 4SE",,38,Choumert Road,London,Lolak,Restaurant/Cafe/Canteen,1,20,,363206,15,,51.468211,171423,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068496,SE15 4SE,18/12/2013,fhrs_1_en-GB,1,,FHRS,10
126682,"London self storage centre, 37 Peckham Road, London, SE5 8UH","London self storage centre, 37 Peckham Road, London, SE5 8UH",,37,Peckham Road,London,London self storage centre,Distributors/Transporters,7,,,635637,,,51.474265,6066,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.079573,SE5 8UH,29/01/2014,fhrs_exempt_en-GB,Exempt,,FHRS,
126712,"M manze, 105 Peckham High Street, London, SE15 5RS","M manze, 105 Peckham High Street, London, SE15 5RS",,105,Peckham High Street,London,M manze,Restaurant/Cafe/Canteen,1,0,,364362,0,,51.473836,2829,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069309,SE15 5RS,06/01/2011,fhrs_5_en-GB,5,,FHRS,0
126719,"Magic mind, 54 Linden Grove, London, SE15 3LF","Magic mind, 54 Linden Grove, London, SE15 3LF",,54,Linden Grove,London,Magic mind,Hospitals/Childcare/Caring Premises,5,5,,365092,5,,51.463226,89693,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.059622,SE15 3LF,26/06/2014,fhrs_5_en-GB,5,,FHRS,5
126733,"Man of kent, 2 Nunhead Green, London, SE15 3QF","Man of kent, 2 Nunhead Green, London, SE15 3QF",,2,Nunhead Green,London,Man of kent,Pub/bar/nightclub,7843,10,,364162,5,,51.465307,2387,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.058224,SE15 3QF,21/04/2007,fhrs_4_en-GB,4,,FHRS,5
126737,"Mango associates, 145 Peckham High Street, London, SE15 5SL","Mango associates, 145 Peckham High Street, London, SE15 5SL",,145,Peckham High Street,London,Mango associates,Retailers - other,4613,20,,362904,10,,51.474167,130573,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066488,SE15 5SL,23/07/2014,fhrs_1_en-GB,1,,FHRS,15
126738,"Mani caterers, 149-151 Copeland Road, London, SE15 3SN","Mani caterers, 149-151 Copeland Road, London, SE15 3SN",,149-151,Copeland Road,London,Mani caterers,Mobile caterer,7846,0,,363150,5,,51.469911,170507,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.064162,SE15 3SN,26/02/2009,fhrs_5_en-GB,5,,FHRS,5
126744,"Marampa koya, 7 The Market, Choumert Road, London, SE15 4BG","Marampa koya, 7 The Market, Choumert Road, London, SE15 4BG",7 The Market,,Choumert Road,London,Marampa koya,Other catering premises,7841,10,,617537,10,,51.464881,183423,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07274,SE15 4BG,30/10/2014,fhrs_3_en-GB,3,,FHRS,10
126760,"Mason & white ltd, 147-149 Peckham Hill Street, London, SE15 5JZ","Mason & white ltd, 147-149 Peckham Hill Street, London, SE15 5JZ",,147-149,Peckham Hill Street,London,Mason & white ltd,Retailers - other,4613,,,362815,,,51.474661,1220,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.06867,SE15 5JZ,26/04/2007,fhrs_exempt_en-GB,Exempt,,FHRS,
126768,"Mc neils, 26a Peckham Rye, London, SE15 4JR","Mc neils, 26a Peckham Rye, London, SE15 4JR",,26a,Peckham Rye,London,Mc neils,Takeaway/sandwich shop,7844,20,,692067,15,,51.465565,184202,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066722,SE15 4JR,03/06/2014,fhrs_1_en-GB,1,,FHRS,10
126769,"Mcdonalds, 72 Rye Lane, London, SE15 5DQ","Mcdonalds, 72 Rye Lane, London, SE15 5DQ",,72,Rye Lane,London,Mcdonalds,Restaurant/Cafe/Canteen,1,0,,363772,5,,51.470269,176873,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068985,SE15 5DQ,09/10/2013,fhrs_4_en-GB,4,,FHRS,10
126788,"Mfc (mediterranean food centre), 261 Rye Lane, London, SE15 4UR","Mfc (mediterranean food centre), 261 Rye Lane, London, SE15 4UR",,261,Rye Lane,London,Mfc (mediterranean food centre),Retailers - supermarkets/hypermarkets,7840,10,,692036,10,,51.466599,183256,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.06567,SE15 4UR,31/07/2014,fhrs_3_en-GB,3,,FHRS,10
126792,"Mighty fine kitchen ltd, Unit 11 Print Village, 58 Chadwick Road, London, SE15 4PU","Mighty fine kitchen ltd, Unit 11 Print Village, 58 Chadwick Road, London, SE15 4PU",Unit 11 Print Village,58,Chadwick Road,London,Mighty fine kitchen ltd,Manufacturers/packers,7839,0,,692052,0,,51.467827,183918,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.074127,SE15 4PU,19/06/2014,fhrs_4_en-GB,4,,FHRS,10
126820,"Monley's, 2a Kirkwood Road, London, SE15 3XX","Monley's, 2a Kirkwood Road, London, SE15 3XX",,2a,Kirkwood Road,London,Monley's,Takeaway/sandwich shop,7844,10,,554963,0,,51.466971,182953,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.058254,SE15 3XX,13/11/2014,fhrs_4_en-GB,4,,FHRS,0
126833,"Morleys fried chicken, 163 Rye Lane, London, SE15 4TL","Morleys fried chicken, 163 Rye Lane, London, SE15 4TL",,163,Rye Lane,London,Morleys fried chicken,Takeaway/sandwich shop,7844,20,,363942,20,,51.468604,179286,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.067241,SE15 4TL,12/03/2014,fhrs_1_en-GB,1,,FHRS,10
126834,"Morleys fried chicken, 189 Queens Road, London, SE15 2ND","Morleys fried chicken, 189 Queens Road, London, SE15 2ND",,189,Queens Road,London,Morleys fried chicken,Takeaway/sandwich shop,7844,5,,364567,5,,51.473679,3420,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.057091,SE15 2ND,13/08/2014,fhrs_5_en-GB,5,,FHRS,5
126835,"Morleys fried chicken, 10 Peckham High Street, London, SE15 5DT","Morleys fried chicken, 10 Peckham High Street, London, SE15 5DT",,10,Peckham High Street,London,Morleys fried chicken,Takeaway/sandwich shop,7844,10,,635618,5,,51.473415,183399,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072697,SE15 5DT,11/02/2014,fhrs_4_en-GB,4,,FHRS,5
126840,"Morrisons, Morrisons Petrol Station The, Rye Lane, London, SE15 5EW","Morrisons, Morrisons Petrol Station The, Rye Lane, London, SE15 5EW",Morrisons Petrol Station The,,Rye Lane,London,Morrisons,Retailers - supermarkets/hypermarkets,7840,5,,363594,5,,51.472746,175427,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068693,SE15 5EW,12/08/2010,fhrs_5_en-GB,5,,FHRS,5
126841,"Morrisons, Unit 3 The Aylesham Centre, Rye Lane, London, SE15 5EW","Morrisons, Unit 3 The Aylesham Centre, Rye Lane, London, SE15 5EW",Unit 3 The Aylesham Centre,,Rye Lane,London,Morrisons,Retailers - supermarkets/hypermarkets,7840,0,,364536,0,,51.472746,3324,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068693,SE15 5EW,22/10/2010,fhrs_5_en-GB,5,,FHRS,0
126878,"Muana london, Unit 2, 12-16 Blenheim Grove, London, SE15 4QL","Muana london, Unit 2, 12-16 Blenheim Grove, London, SE15 4QL",Unit 2,Dec-16,Blenheim Grove,London,Muana london,Restaurant/Cafe/Canteen,1,20,,449250,10,,51.469437,180936,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070302,SE15 4QL,23/07/2014,fhrs_1_en-GB,1,,FHRS,10
126922,"New london butchers, 52 Rye Lane, London, SE15 5BY","New london butchers, 52 Rye Lane, London, SE15 5BY",,52,Rye Lane,London,New london butchers,Retailers - other,4613,10,,665583,10,,51.471164,183952,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069782,SE15 5BY,27/05/2014,fhrs_2_en-GB,2,,FHRS,15
126924,"New lotus king, 176 Bellenden Road, London, SE15 4BW","New lotus king, 176 Bellenden Road, London, SE15 4BW",,176,Bellenden Road,London,New lotus king,Takeaway/sandwich shop,7844,20,,635633,15,,51.466859,183776,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.073218,SE15 4BW,07/02/2014,fhrs_1_en-GB,1,,FHRS,15
126944,"Nisa nunhead express, 2 Kirkwood Road, London, SE15 3XX","Nisa nunhead express, 2 Kirkwood Road, London, SE15 3XX",,2,Kirkwood Road,London,Nisa nunhead express,Retailers - other,4613,10,,364994,10,,51.466971,65580,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.058254,SE15 3XX,03/04/2014,fhrs_3_en-GB,3,,FHRS,10
126947,"No67, 67 Peckham Road, London, SE5 8UH","No67, 67 Peckham Road, London, SE5 8UH",,67,Peckham Road,London,No67,Restaurant/Cafe/Canteen,1,10,,363809,10,,51.474304,177107,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.079787,SE5 8UH,10/07/2012,fhrs_3_en-GB,3,,FHRS,10
126948,"Nolo buchans tenants  residents association, Buchan Tenants Hall, Salisbury Terrace, London","Nolo buchans tenants  residents association, Buchan Tenants Hall, Salisbury Terrace, London",Buchan Tenants Hall,,Salisbury Terrace,London,Nolo buchans tenants  residents association,Other catering premises,7841,,,363803,,,51.46562382,177099,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.053304927,,14/02/2011,fhrs_exempt_en-GB,Exempt,,FHRS,
126950,"Noodle house, 63 Peckham High Street, London, SE15 5EB","Noodle house, 63 Peckham High Street, London, SE15 5EB",,63,Peckham High Street,London,Noodle house,Restaurant/Cafe/Canteen,1,10,,363590,15,,51.473716,175419,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07241,SE15 5EB,12/09/2013,fhrs_2_en-GB,2,,FHRS,10
126957,"Nunhead green community centre, 56 Nunhead Lane, London, SE15 3TU","Nunhead green community centre, 56 Nunhead Lane, London, SE15 3TU",,56,Nunhead Lane,London,Nunhead green community centre,Other catering premises,7841,5,,364059,10,,51.463807,2024,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.061556,SE15 3TU,17/07/2003,fhrs_4_en-GB,4,,FHRS,0
126958,"Nunhead pound express, 108 Evelina Road, London, SE15 3HL","Nunhead pound express, 108 Evelina Road, London, SE15 3HL",,108,Evelina Road,London,Nunhead pound express,Retailers - other,4613,5,,363328,10,,51.466607,172678,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056326,SE15 3HL,13/10/2009,fhrs_4_en-GB,4,,FHRS,5
126962,"O'bar/obalande suya, 43A Peckham High Street, London, SE15 5EB","O'bar/obalande suya, 43A Peckham High Street, London, SE15 5EB",,43A,Peckham High Street,London,O'bar/obalande suya,Restaurant/Cafe/Canteen,1,10,,364370,10,,51.473716,2843,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07241,SE15 5EB,14/08/2012,fhrs_3_en-GB,3,,FHRS,10
126977,"Old nuns head, The Old Nuns Head, 15 Nunhead Green, London, SE15 3QQ","Old nuns head, The Old Nuns Head, 15 Nunhead Green, London, SE15 3QQ",The Old Nuns Head,15,Nunhead Green,London,Old nuns head,Pub/bar/nightclub,7843,20,,729162,15,,51.465286,184938,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.05965,SE15 3QQ,04/11/2014,fhrs_1_en-GB,1,,FHRS,15
127003,"Ownlife ltd, 90 Astbury Road, London, SE15 2NW","Ownlife ltd, 90 Astbury Road, London, SE15 2NW",,90,Astbury Road,London,Ownlife ltd,Hospitals/Childcare/Caring Premises,5,5,,364839,5,,51.475812,54357,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.055027,SE15 2NW,19/01/2006,fhrs_5_en-GB,5,,FHRS,5
127007,"Ozzies cafe, 192A Rye Lane, London, SE15 4NF","Ozzies cafe, 192A Rye Lane, London, SE15 4NF",,192A,Rye Lane,London,Ozzies cafe,Restaurant/Cafe/Canteen,1,10,,362681,0,,51.467136,107665,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066583,SE15 4NF,22/10/2014,fhrs_4_en-GB,4,,FHRS,10
127012,"Pak butchers (peckham) limited, Unit 14 The Aylesham Centre, Rye Lane, London, SE15 5EW","Pak butchers (peckham) limited, Unit 14 The Aylesham Centre, Rye Lane, London, SE15 5EW",Unit 14 The Aylesham Centre,,Rye Lane,London,Pak butchers (peckham) limited,Retailers - other,4613,20,,364862,10,,51.472746,56499,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068693,SE15 5EW,25/09/2014,fhrs_1_en-GB,1,,FHRS,15
127013,"Palace chinese, 22 Gibbon Road, London, SE15 2AS","Palace chinese, 22 Gibbon Road, London, SE15 2AS",,22,Gibbon Road,London,Palace chinese,Takeaway/sandwich shop,7844,5,,364546,5,,51.468035,3347,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.052406,SE15 2AS,22/07/2013,fhrs_4_en-GB,4,,FHRS,10
127032,"Payless, 121-125 Peckham High Street, London, SE15 5SF","Payless, 121-125 Peckham High Street, London, SE15 5SF",,121-125,Peckham High Street,London,Payless,Retailers - other,4613,10,,362658,5,,51.474134,106820,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.067771,SE15 5SF,14/04/2014,fhrs_4_en-GB,4,,FHRS,0
127033,"Payless, 94-96 Peckham Road, London, SE15 5PY","Payless, 94-96 Peckham Road, London, SE15 5PY",,94-96,Peckham Road,London,Payless,Retailers - supermarkets/hypermarkets,7840,10,,363953,15,,51.473999,179465,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07705,SE15 5PY,22/01/2015,fhrs_2_en-GB,2,,FHRS,5
127036,"Payless food and wine, 176 Peckham High Street, London, SE15 5EG","Payless food and wine, 176 Peckham High Street, London, SE15 5EG",,176,Peckham High Street,London,Payless food and wine,Retailers - other,4613,20,,363282,0,,51.473707,172186,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.065326,SE15 5EG,14/08/2012,fhrs_1_en-GB,1,,FHRS,10
127038,"Payless supermarket, 10-12 Gibbon Road, London, SE15 2AS","Payless supermarket, 10-12 Gibbon Road, London, SE15 2AS",,10-Dec,Gibbon Road,London,Payless supermarket,Retailers - other,4613,10,,362659,10,,51.468035,106887,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.052406,SE15 2AS,03/11/2010,fhrs_3_en-GB,3,,FHRS,5
127040,"Peckham afro foods ltd, 64 Rye Lane, London, SE15 5BY","Peckham afro foods ltd, 64 Rye Lane, London, SE15 5BY",,64,Rye Lane,London,Peckham afro foods ltd,Retailers - other,4613,10,,363972,10,,51.471164,180247,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069782,SE15 5BY,16/04/2014,fhrs_3_en-GB,3,,FHRS,10
127041,"Peckham afro foods ltd, 71-73 Rye Lane, London, SE15 5EX","Peckham afro foods ltd, 71-73 Rye Lane, London, SE15 5EX",,71-73,Rye Lane,London,Peckham afro foods ltd,Retailers - other,4613,10,,542871,10,,51.471369,182512,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069169,SE15 5EX,14/04/2014,fhrs_3_en-GB,3,,FHRS,10
127042,"Peckham greengrocers, 50 Rye Lane, London, SE15 5BY","Peckham greengrocers, 50 Rye Lane, London, SE15 5BY",,50,Rye Lane,London,Peckham greengrocers,Retailers - other,4613,0,,363044,0,,51.471164,1413,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069782,SE15 5BY,14/04/2014,fhrs_4_en-GB,4,,FHRS,10
127043,"Peckham liberal club, 24 Elm Grove, London, SE15 5DE","Peckham liberal club, 24 Elm Grove, London, SE15 5DE",,24,Elm Grove,London,Peckham liberal club,Pub/bar/nightclub,7843,10,,364669,5,,51.470788,41748,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.071008,SE15 5DE,09/05/2013,fhrs_4_en-GB,4,,FHRS,5
127045,"Peckham refreshment rooms, Unit 4, 12-16 Blenheim Grove, London, SE15 4QL","Peckham refreshment rooms, Unit 4, 12-16 Blenheim Grove, London, SE15 4QL",Unit 4,Dec-16,Blenheim Grove,London,Peckham refreshment rooms,Restaurant/Cafe/Canteen,1,10,,554959,10,,51.469437,182670,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070302,SE15 4QL,22/01/2015,fhrs_3_en-GB,3,,FHRS,10
127046,"Peckhamplex, 95A Rye Lane, London, SE15 4ST","Peckhamplex, 95A Rye Lane, London, SE15 4ST",,95A,Rye Lane,London,Peckhamplex,Other catering premises,7841,10,,421379,0,,51.469866,43521,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068008,SE15 4ST,22/08/2012,fhrs_4_en-GB,4,,FHRS,0
